skill_score,qualification_score,location_score,stipend_score,experience_score,skill_x_location,skill_squared,shortlisted
0.85,0.125,0.75,0.75,0.549,0.637,0.722,0
0.279,0.5,1.0,0.3,0.09,0.279,0.078,0
0.443,0.384,0.38,0.85,0.185,0.168,0.196,0
0.85,0.75,1.0,0.607,0.336,0.85,0.722,1
0.699,1.0,0.5,0.85,0.224,0.349,0.489,1
1.0,0.961,0.563,0.065,0.642,0.563,1.0,1
0.85,1.0,1.0,0.089,0.229,0.85,0.722,1
0.85,0.3,1.0,0.599,0.729,0.85,0.722,1
0.365,0.09,0.092,0.05,0.071,0.034,0.133,0
0.85,0.75,0.25,0.5,0.15,0.212,0.722,1
0.621,0.3,0.75,0.895,0.213,0.466,0.386,0
0.0,0.0,0.25,1.0,0.498,0.0,0.0,0
1.0,0.246,0.25,0.513,0.019,0.25,1.0,0
0.25,0.75,0.25,1.0,0.751,0.062,0.062,0
0.25,0.2,0.162,0.042,0.885,0.041,0.062,0
1.0,0.678,1.0,0.467,0.583,1.0,1.0,1
0.577,0.405,0.75,0.75,0.114,0.433,0.333,1
0.5,0.116,0.383,0.0,0.283,0.192,0.25,0
0.75,0.75,0.3,0.302,0.22,0.225,0.562,1
0.75,0.75,1.0,0.3,0.417,0.75,0.562,1
0.25,0.923,0.0,1.0,0.798,0.0,0.062,0
0.5,1.0,0.75,0.5,0.174,0.375,0.25,0
0.0,1.0,0.0,0.85,0.022,0.0,0.0,0
0.46,0.285,1.0,1.0,0.683,0.46,0.212,1
0.2,0.153,0.33,0.731,0.572,0.066,0.04,0
0.196,0.276,0.0,0.25,0.175,0.0,0.038,0
0.3,0.85,0.211,0.163,0.034,0.063,0.09,0
0.219,0.166,0.114,0.812,0.308,0.025,0.048,0
1.0,0.258,0.85,0.327,0.14,0.85,1.0,1
0.52,1.0,0.245,0.434,0.245,0.127,0.27,0
0.75,1.0,0.5,0.25,0.5,0.375,0.562,1
0.25,0.3,0.697,1.0,0.668,0.174,0.062,0
0.0,1.0,0.2,0.926,0.051,0.0,0.0,0
1.0,0.2,0.5,0.25,0.438,0.5,1.0,0
0.396,0.75,0.286,0.165,0.143,0.113,0.157,0
0.2,0.0,0.008,1.0,0.807,0.002,0.04,0
0.697,0.0,0.25,0.5,0.885,0.174,0.486,0
0.827,0.2,0.5,0.0,0.897,0.413,0.684,1
0.0,0.192,0.75,0.49,0.241,0.0,0.0,0
0.072,0.139,0.85,1.0,0.087,0.061,0.005,0
0.032,0.665,0.81,0.85,0.264,0.026,0.001,0
0.3,0.847,0.211,0.3,0.033,0.063,0.09,1
0.148,0.126,0.282,0.5,0.521,0.042,0.022,0
0.2,0.668,0.729,0.25,0.806,0.146,0.04,0
1.0,0.0,0.5,1.0,0.417,0.5,1.0,0
0.863,0.85,0.707,0.958,0.676,0.61,0.745,1
0.25,0.416,0.85,0.25,0.216,0.212,0.062,0
0.907,0.418,0.632,0.8,0.336,0.573,0.823,1
0.3,0.5,0.858,0.273,0.352,0.257,0.09,0
0.3,0.2,0.85,1.0,0.04,0.255,0.09,0
0.2,1.0,0.914,0.231,0.284,0.183,0.04,0
0.85,0.852,0.668,1.0,0.239,0.568,0.722,1
0.75,0.0,0.2,0.274,0.733,0.15,0.562,0
0.85,0.663,0.3,0.85,0.702,0.255,0.722,0
0.389,0.177,0.014,0.85,0.582,0.005,0.151,0
0.25,0.731,0.5,0.416,0.815,0.125,0.062,0
0.0,0.289,0.692,0.076,0.14,0.0,0.0,0
0.954,0.5,0.113,0.2,0.45,0.108,0.91,0
0.2,0.85,0.356,0.25,0.349,0.071,0.04,0
0.725,0.62,0.766,0.162,0.308,0.555,0.526,1
0.194,0.757,0.85,0.793,0.389,0.165,0.038,0
0.402,1.0,0.773,0.067,0.894,0.311,0.162,1
0.913,1.0,0.85,0.0,0.033,0.776,0.834,1
0.2,0.934,0.416,0.97,0.776,0.083,0.04,0
0.595,0.2,1.0,0.85,0.108,0.595,0.354,0
0.638,1.0,0.293,0.055,0.27,0.187,0.407,0
0.5,0.999,0.75,0.975,0.327,0.375,0.25,1
0.407,0.5,0.0,0.931,0.543,0.0,0.166,0
0.2,0.768,0.0,0.25,0.524,0.0,0.04,0
0.5,0.55,0.2,0.549,0.52,0.1,0.25,0
1.0,0.1,0.2,0.75,0.084,0.2,1.0,0
0.137,1.0,0.75,0.5,0.365,0.103,0.019,0
1.0,0.248,0.25,0.569,0.78,0.25,1.0,0
0.25,0.127,0.822,0.239,0.367,0.205,0.062,0
0.577,0.842,0.3,0.25,0.552,0.173,0.333,1
0.293,1.0,0.85,1.0,0.771,0.249,0.086,0
1.0,0.0,0.3,0.691,0.519,0.3,1.0,0
0.3,0.0,0.25,0.731,0.616,0.075,0.09,0
0.0,0.3,0.83,0.0,0.307,0.0,0.0,0
0.0,0.325,0.85,0.3,0.772,0.0,0.0,0
0.3,0.858,0.49,0.437,0.227,0.147,0.09,0
0.0,0.524,0.0,0.141,0.251,0.0,0.0,0
1.0,0.75,0.25,0.85,0.756,0.25,1.0,0
0.75,0.25,0.25,0.385,0.888,0.188,0.562,0
0.145,0.5,0.2,1.0,0.72,0.029,0.021,0
1.0,0.107,0.252,1.0,0.77,0.252,1.0,0
0.922,0.977,0.0,1.0,0.378,0.0,0.85,1
0.3,0.5,0.425,0.272,0.18,0.128,0.09,0
0.602,0.2,0.3,0.325,0.772,0.181,0.362,0
0.532,1.0,0.016,1.0,0.806,0.009,0.283,1
0.205,0.2,1.0,0.3,0.199,0.205,0.042,0
0.2,1.0,0.85,0.89,0.804,0.17,0.04,0
0.612,0.5,0.537,0.761,0.04,0.329,0.375,0
0.2,0.49,0.796,0.1,0.453,0.159,0.04,0
0.2,0.85,0.753,0.3,0.024,0.151,0.04,0
0.021,0.25,0.234,0.25,0.176,0.005,0.0,0
0.75,0.75,0.25,0.25,0.33,0.188,0.562,0
0.835,0.2,0.159,0.3,0.337,0.133,0.697,0
0.893,0.25,0.25,1.0,0.206,0.223,0.797,0
1.0,0.884,0.85,0.157,0.897,0.85,1.0,1
1.0,1.0,0.5,0.926,0.718,0.5,1.0,1
0.5,1.0,0.875,0.25,0.811,0.438,0.25,1
0.95,0.75,0.3,0.25,0.485,0.285,0.902,1
0.0,0.2,1.0,1.0,0.484,0.0,0.0,0
0.25,0.044,0.3,0.25,0.629,0.075,0.062,0
0.75,1.0,0.5,0.85,0.893,0.375,0.562,1
0.0,0.775,0.863,0.084,0.148,0.0,0.0,0
